credit_amount,business_age_months,monthly_income_avg,total_deposits_3m,revenue_volatility_3m,request_ratio,dti_monthly,nsf_count_3m,negative_days_3m,owner_percentage,owner_credit_score,p_viable,risk_sharp
9099.56,126,11084.86,36096.35,0.603,0.821,0.217,1,7,88.5,705,0.828,0
11895.07,7,6406.68,18192.61,0.628,1.857,0.293,2,4,62.3,671,0.438,0
21230.32,28,12676.28,43546.81,0.77,1.675,0.352,4,2,51.5,573,0.448,0
7811.32,12,8155.78,25699.63,0.582,0.958,0.279,4,5,72.5,753,0.416,0
65044.000799999965,17,45065.48,126365.44,0.638,2.137,0.189,2,4,56.3,681,0.968,0
20893.63,32,9509.78,27131.09,0.633,2.197,0.273,4,4,71.3,672,0.45,0
6412.94,21,6418.84,16007.94,0.588,0.999,0.478,2,4,81.9,672,0.416,0
5130.74,28,7566.42,21900.67,0.673,0.678,0.238,4,7,80.7,575,0.279,1
17771.77,94,17277.42,59911.97,0.532,1.029,0.307,2,3,84.8,571,0.837,0
10099.16,21,13450.85,45624.91,0.76,0.751,0.057,6,6,57.9,769,0.451,1
8542.37,29,12280.37,41581.53,0.596,0.696,0.588,5,5,62.9,640,0.322,1
11487.66,13,21855.37,68761.84,0.698,0.526,0.625,1,9,85.1,656,0.6,1
8386.17,144,6264.69,18526.57,0.537,1.339,0.554,3,3,60.0,641,0.656,0
21505.07,19,18283.58,55279.91,0.647,1.176,0.291,5,3,61.6,674,0.572,1
6749.81,144,9373.03,29344.44,0.547,0.72,0.276,2,3,84.1,621,0.82,0
8787.68,25,14168.48,42450.06,0.706,0.62,0.49,5,7,86.6,636,0.296,1
65044.000799999965,125,46340.38859999986,140030.18359999993,0.397,1.528,0.269,5,2,27.3,649,0.994,1
6323.95,32,6755.89,20150.99,0.656,0.936,0.351,1,5,93.7,686,0.528,0
12596.03,53,9077.8,24286.19,0.567,1.388,0.448,8,2,91.9,697,0.279,1
7184.36,16,6359.48,19986.19,0.62,1.13,0.05,3,6,80.4,658,0.431,0
18861.55,79,14090.35,39197.59,0.606,1.339,0.618,5,5,91.5,551,0.392,1
18089.92,4,21463.64,67325.48,0.758,0.843,0.288,3,4,98.9,718,0.695,0
8506.35,25,5420.31,14855.75,0.771,1.569,0.533,6,8,97.1,699,0.119,1
7321.5,17,8783.57,26000.19,0.629,0.834,0.225,2,4,57.3,577,0.482,0
48468.14,103,26926.3,82556.01,0.355,1.8,0.46,6,1,37.7,654,0.874,1
34778.69,120,27631.07,81805.62,0.538,1.259,0.691,1,3,86.4,641,0.932,1
6254.59,7,7589.89,23935.1,0.556,0.824,0.102,4,4,55.3,728,0.469,0
8534.78,41,9982.96,31021.51,0.67,0.855,0.161,1,3,57.7,699,0.729,0
34960.33,12,22718.26,65855.09,0.607,1.539,0.109,6,3,70.7,589,0.607,1
34096.78,99,38222.68,109256.11,0.581,0.892,0.264,3,4,51.3,782,0.974,0
65044.000799999965,137,46340.38859999986,138058.37,0.47,1.559,0.583,3,7,72.6,659,0.982,0
13262.25,9,28402.13,79719.79,0.59,0.467,0.354,3,4,70.2,704,0.817,0
5825.33,14,7084.2,24818.15,0.595,0.822,0.5,5,5,85.7,650,0.227,1
38158.24,44,32359.63,92181.25,0.655,1.179,0.416,3,7,55.4,609,0.819,0
12175.49,106,10206.01,33293.08,0.465,1.193,0.156,0,5,72.7,629,0.858,0
6002.36,17,4386.17,13330.87,0.712,1.368,0.5,2,4,37.7,550,0.266,1
20235.03,7,13149.51,38327.02,0.804,1.539,0.252,6,5,94.0,543,0.228,1
38919.97,8,24958.02,76037.03,0.791,1.559,0.206,4,6,32.9,644,0.648,0
33113.41,38,17538.05,53685.91,0.527,1.888,0.555,8,2,98.9,620,0.252,1
25568.78,11,11987.7,30905.75,0.581,2.133,0.372,3,5,55.5,642,0.444,0
12494.36,15,12671.85,37779.24,0.703,0.986,0.27,4,7,63.3,604,0.349,1
26295.71,23,16704.67,50139.65,0.583,1.574,0.261,2,4,57.9,797,0.779,0
17680.43,18,14143.91,41314.68,0.709,1.25,0.34,8,7,88.4,680,0.2,1
8978.85,4,9301.2,23164.67,0.566,0.965,0.136,4,3,93.0,663,0.455,0
9174.55,34,6682.16,19513.92,0.645,1.373,0.539,2,6,82.4,739,0.415,0
25876.2,80,17786.36,60246.72,0.652,1.455,0.135,1,4,63.6,790,0.911,0
23643.82,28,11531.16,36117.09,0.545,2.05,0.107,6,1,57.0,582,0.496,1
10532.97,36,11118.72,30547.25,0.636,0.947,0.46,1,4,77.7,681,0.617,0
26733.3,4,18816.42,60482.85,0.673,1.421,0.323,2,4,44.4,636,0.667,0
12084.3,88,11669.89,31908.79,0.621,1.036,0.427,4,1,47.1,694,0.688,0
12919.53,144,15061.75,46157.26,0.491,0.858,0.599,2,7,78.3,670,0.824,0
10900.92,30,14030.92,43026.51,0.55,0.777,0.216,4,4,55.8,609,0.558,0
65044.000799999965,103,46340.38859999986,140030.18359999993,0.37,1.022,0.38,0,4,16.3,719,1.0,0
5000.0,42,6219.73,20215.0,0.733,0.804,0.462,7,1,61.1,656,0.224,1
58455.82,88,30184.35,96012.85,0.631,1.937,0.359,2,8,91.5,681,0.908,1
15408.1,43,11055.22,31108.54,0.634,1.394,0.213,1,3,13.2,711,0.745,0
14097.87,48,14197.77,41604.88,0.624,0.993,0.397,1,6,58.6,710,0.704,0
11965.03,49,7009.21,19586.45,0.661,1.707,0.081,6,5,98.7,628,0.325,1
27391.43,8,28627.92,81943.65,0.741,0.957,0.178,4,4,76.5,642,0.766,0
22680.31,45,13855.84,43729.46,0.49,1.637,0.483,0,5,63.0,640,0.742,0
21611.14,53,21378.27,64065.62,0.494,1.011,0.099,1,5,62.1,592,0.876,0
11217.29,144,7087.01,23011.97,0.407,1.583,0.409,3,4,57.4,652,0.749,0
8569.83,31,8164.33,21395.69,0.628,1.05,0.494,4,8,78.5,688,0.267,1
10662.28,8,13183.3,40423.18,0.691,0.809,0.185,2,4,81.4,600,0.571,0
6955.0,55,11457.04,36656.61,0.691,0.607,0.446,5,5,79.4,665,0.392,1
22028.29,12,12343.88,37332.04,0.47,1.785,0.355,0,1,18.5,717,0.797,0
32163.13,18,36192.04,96737.55,0.565,0.889,0.481,5,4,54.4,725,0.836,1
28658.73,63,22020.92,60513.5,0.615,1.301,0.384,4,6,52.4,556,0.639,0
9258.66,25,8506.08,27372.97,0.678,1.088,0.592,3,2,92.4,504,0.31,1
17556.28,17,8717.48,25037.37,0.656,2.014,0.283,2,5,56.9,652,0.473,0
12701.15,21,6563.93,18463.75,0.588,1.935,0.623,4,4,58.1,634,0.249,1
10154.07,17,8308.18,24248.95,0.621,1.222,0.376,6,4,77.4,585,0.214,1
12400.2,38,9345.64,27468.9,0.633,1.327,0.217,3,5,70.9,643,0.502,0
18130.57,17,10379.3,34092.76,0.548,1.747,0.294,2,5,12.2,621,0.529,0
13687.43,119,19506.58,50349.61,0.477,0.702,0.276,0,7,60.3,609,0.903,0
15859.35,33,14224.2,44638.38,0.55,1.115,0.368,3,1,92.2,612,0.654,0
14651.18,31,14849.02,49752.71,0.684,0.987,0.225,2,3,61.6,661,0.714,0
19662.31,13,13081.89,42213.68,0.608,1.503,0.538,1,4,43.7,525,0.504,1
42801.79,39,46340.38859999986,140030.18359999993,0.538,0.719,0.537,6,9,52.1,650,0.968,1
9472.1,15,7586.85,21927.88,0.637,1.248,0.441,4,4,48.3,830,0.406,0
13518.72,9,12139.58,39018.11,0.73,1.114,0.165,4,8,65.2,709,0.395,1
5000.0,4,3804.53,11335.06,0.69,1.314,0.344,2,1,77.1,634,0.415,0
18303.42,49,9792.65,28158.44,0.706,1.869,0.359,4,6,74.4,724,0.43,0
9637.64,5,6803.37,16785.19,0.753,1.417,0.332,3,4,70.7,745,0.371,1
5765.32,11,6401.8,18491.31,0.627,0.901,0.468,3,8,44.8,677,0.252,1
5000.0,22,5123.58,16680.42,0.676,0.976,0.158,5,4,81.3,589,0.266,1
8219.17,136,7387.33,19120.18,0.619,1.113,0.4,5,4,18.2,611,0.517,1
14053.14,18,14511.65,50840.6,0.631,0.968,0.421,5,3,72.6,606,0.42,1
14306.69,6,17172.57,53206.7,0.696,0.833,0.148,3,3,77.9,563,0.608,0
13147.53,21,7228.0,19766.33,0.603,1.819,0.469,1,7,21.8,721,0.454,0
5531.22,46,3966.6,12117.45,0.623,1.394,0.283,0,3,93.2,785,0.698,0
29047.18,123,17085.52,54072.69,0.518,1.7,0.255,1,4,62.2,662,0.911,0
18091.58,53,16593.19,47832.65,0.664,1.09,0.367,1,3,88.8,618,0.766,0
14704.82,22,18927.29,53947.53,0.631,0.777,0.344,4,5,91.0,701,0.601,0
5000.0,83,7208.93,25042.38,0.603,0.694,0.437,3,5,87.5,729,0.562,0
7284.05,26,6997.5,20421.71,0.687,1.041,0.313,6,7,91.1,618,0.177,1
7536.96,51,7977.3,23656.92,0.572,0.945,0.098,3,5,79.3,675,0.584,0
6756.11,79,11075.33,36743.64,0.562,0.61,0.396,3,6,52.1,556,0.533,0
5000.0,16,5989.35,17863.34,0.706,0.835,0.441,7,4,85.1,667,0.148,1
14374.81,120,12245.62,38983.77,0.667,1.174,0.351,3,2,93.2,599,0.747,0
9018.86,47,12613.59,36412.54,0.542,0.715,0.252,4,2,63.9,677,0.641,0
10816.96,27,11431.73,32380.9,0.692,0.946,0.18,7,5,22.5,627,0.272,1
9698.84,117,8973.02,27739.28,0.629,1.081,0.115,2,7,56.5,660,0.735,0
7368.33,18,8928.24,24682.69,0.675,0.825,0.28,5,5,82.7,789,0.374,1
9982.95,27,6519.4,20195.22,0.596,1.531,0.363,3,1,53.8,666,0.514,0
5000.0,60,4712.73,13100.21,0.616,1.061,0.575,3,2,77.8,688,0.435,0
24885.46,99,20465.44,63349.16,0.494,1.216,0.48,3,2,94.0,649,0.853,0
7395.39,63,7869.85,25942.23,0.578,0.94,0.17,5,5,69.6,554,0.393,1
7163.93,27,4368.12,11014.53,0.689,1.64,0.272,1,2,60.2,621,0.509,0
18850.5,56,16846.03,48875.73,0.612,1.119,0.38,8,4,40.9,627,0.368,1
14720.82,62,13384.57,33858.53,0.624,1.1,0.491,3,9,92.4,694,0.478,1
22091.73,15,13960.78,40899.54,0.587,1.582,0.355,5,5,65.8,683,0.414,1
19595.1,79,21295.15,65603.94,0.544,0.92,0.24,1,4,79.1,679,0.907,0
5000.0,7,5312.36,15503.56,0.728,0.941,0.226,4,5,83.3,713,0.297,1
33556.32,23,21214.79,52743.72,0.539,1.582,0.517,1,9,70.1,590,0.619,1
9355.65,21,4005.93,12881.95,0.577,2.335,0.556,5,3,54.3,782,0.272,1
17827.53,4,9147.76,24238.51,0.664,1.949,0.365,4,6,91.7,559,0.235,1
19200.79,12,9533.44,30512.24,0.639,2.014,0.249,2,3,92.1,580,0.508,0
10864.59,71,8415.53,23738.28,0.656,1.291,0.55,4,8,56.0,682,0.332,1
30286.51,36,26808.17,74824.78,0.471,1.13,0.527,3,4,79.8,594,0.777,0
45319.63,139,22109.04,66384.64,0.529,2.05,0.367,3,1,86.9,662,0.927,0
7710.6,37,6046.21,19685.85,0.743,1.275,0.701,5,8,55.5,616,0.124,1
11871.15,110,7188.13,24938.06,0.578,1.651,0.456,2,3,92.5,690,0.706,0
64721.35,31,46340.38859999986,140030.18359999993,0.533,1.295,0.211,1,2,68.4,657,0.989,0
6125.45,19,10175.9,27347.98,0.836,0.602,0.269,3,9,79.8,625,0.27,1
11018.3,4,6230.8,19209.52,0.651,1.768,0.346,2,3,69.4,658,0.42,0
25051.78,26,23502.96,62954.84,0.482,1.066,0.321,1,2,42.9,781,0.907,0
7382.22,13,4536.24,14418.43,0.736,1.627,0.452,5,4,83.2,654,0.185,1
25436.56,4,23088.61,71723.73,0.624,1.102,0.229,1,6,85.7,576,0.76,0
5601.6,60,7971.66,26506.92,0.747,0.703,0.435,3,5,70.7,550,0.369,1
32548.42,144,28469.02,92605.4,0.584,1.143,0.373,1,5,56.5,619,0.962,0
6642.07,5,6849.93,20779.26,0.835,0.97,0.448,4,4,67.8,674,0.236,1
7462.65,31,5555.96,16709.44,0.581,1.343,0.667,2,3,91.9,747,0.437,1
18012.97,17,13147.29,36642.23,0.756,1.37,0.226,7,2,79.9,713,0.362,1
18719.05,12,22231.56,61854.13,0.613,0.842,0.508,3,9,72.9,613,0.502,1
5000.0,12,3598.6726000000003,10774.730800000001,0.707,1.625,0.486,2,3,83.8,579,0.272,1
10075.11,60,8039.02,22038.78,0.628,1.253,0.381,6,4,91.1,647,0.317,1
47286.32,16,26957.56,79139.98,0.761,1.754,0.4,4,9,94.2,653,0.581,1
6134.07,22,13945.81,40262.56,0.717,0.44,0.669,1,6,86.4,635,0.475,1
28208.16,87,22513.85,70743.32,0.543,1.253,0.706,5,4,55.4,698,0.707,1
24687.22,13,20268.35,60695.96,0.745,1.218,0.685,2,4,19.0,603,0.552,1
15630.13,103,17867.98,57870.8,0.551,0.875,0.266,2,7,98.3,648,0.827,0
9233.32,10,12488.73,36561.68,0.725,0.739,0.253,7,6,86.4,677,0.237,1
36291.09,27,21945.5,59677.76,0.672,1.654,0.491,1,4,94.7,565,0.722,0
9272.35,130,12276.2,38446.29,0.524,0.755,0.271,1,3,77.0,679,0.887,0
15187.59,15,13167.64,39110.98,0.577,1.153,0.627,5,6,40.2,717,0.311,1
28590.66,115,23026.66,67587.47,0.555,1.242,0.405,1,5,58.0,706,0.923,0
19422.78,88,9907.34,28718.36,0.533,1.96,0.324,4,5,97.9,658,0.578,0
49356.18,58,33020.66,98970.73,0.524,1.495,0.445,3,3,67.7,593,0.903,0
14405.45,39,14086.23,41344.63,0.697,1.023,0.528,2,7,25.9,607,0.473,0
5541.94,14,6378.22,19925.79,0.631,0.869,0.506,5,3,44.3,647,0.236,1
20218.69,144,15464.74,49140.51,0.411,1.307,0.298,3,3,74.3,669,0.895,0
5000.0,4,4373.93,12732.95,0.692,1.143,0.261,4,4,51.7,600,0.236,1
12764.9,13,11097.91,38619.84,0.662,1.15,0.507,2,9,77.8,680,0.327,1
7084.09,10,9935.1,28445.39,0.673,0.713,0.33,8,4,86.8,622,0.163,1
15380.42,29,8094.2,24317.6,0.651,1.9,0.547,4,3,77.5,639,0.325,1
7741.35,113,6121.52,15981.1,0.482,1.265,0.377,3,5,12.0,699,0.634,0
8661.49,85,10085.63,30004.02,0.556,0.859,0.337,3,3,76.3,511,0.585,1
22106.12,109,12348.67,36442.7,0.625,1.79,0.332,0,2,62.0,657,0.872,0
8137.03,42,11974.84,35781.94,0.696,0.68,0.268,4,1,55.3,646,0.575,0
10399.52,76,7281.81,23552.82,0.572,1.428,0.597,0,1,51.8,596,0.69,0
14023.87,13,10676.74,36333.62,0.714,1.313,0.392,1,2,84.7,772,0.67,0
8722.73,15,6184.43,20197.93,0.681,1.41,0.276,4,6,70.0,596,0.252,1
19161.6,36,25381.91,75520.11,0.616,0.755,0.345,5,4,76.1,706,0.737,1
23329.74,59,26777.0,81595.7,0.697,0.871,0.451,3,5,56.7,701,0.825,0
31685.11,111,15828.23,53270.7,0.486,2.002,0.584,1,7,78.2,682,0.809,0
65044.000799999965,86,43724.84,120668.71,0.594,2.046,0.554,5,3,63.1,593,0.933,1
13215.91,67,13962.29,44517.0,0.488,0.947,0.57,4,7,91.0,703,0.532,0
8870.33,110,8436.16,23510.5,0.579,1.051,0.557,3,2,80.3,616,0.612,0
59013.79,31,24441.24,80029.11,0.599,2.415,0.254,5,7,54.1,525,0.59,1
44806.62,106,45866.87,136127.13,0.521,0.977,0.406,1,4,61.5,654,0.989,0
24839.83,19,23620.01,65873.49,0.64,1.052,0.433,3,3,62.5,667,0.733,0
5289.65,31,7951.38,22598.98,0.497,0.665,0.605,3,5,90.4,705,0.397,1
9728.77,43,6876.38,19805.68,0.526,1.415,0.299,2,5,24.0,615,0.507,0
10500.41,46,8879.28,28668.6,0.691,1.183,0.565,6,3,82.5,769,0.328,1
43486.31,48,46340.38859999986,140030.18359999993,0.625,0.668,0.253,2,2,74.9,658,0.997,0
12023.89,20,6179.2,17941.53,0.77,1.946,0.303,1,9,70.9,716,0.387,1
21257.47,19,21280.13,59384.56,0.566,0.999,0.173,2,8,91.3,701,0.749,1
18893.71,68,11291.31,39374.47,0.664,1.673,0.193,7,6,91.3,689,0.391,1
19438.24,135,26290.0,84037.65,0.566,0.739,0.329,4,3,92.2,731,0.934,0
5000.0,18,5065.38,14253.58,0.753,0.987,0.174,3,5,97.9,645,0.341,1
11319.22,55,10864.39,33530.54,0.613,1.042,0.628,6,3,67.2,694,0.345,1
8508.44,27,7209.2,20914.3,0.666,1.18,0.669,6,5,85.6,655,0.156,1
10247.79,44,8018.21,21581.48,0.575,1.278,0.198,6,4,67.6,654,0.355,1
23449.39,21,16163.94,47289.02,0.642,1.451,0.572,1,6,94.7,621,0.571,0
14944.19,127,7855.13,20981.35,0.507,1.902,0.507,5,2,76.9,655,0.579,1
32348.95,45,15869.79,45779.11,0.538,2.038,0.312,3,2,22.6,741,0.765,0
23951.63,15,13751.86,39979.09,0.679,1.742,0.38,3,6,51.4,700,0.482,0
5022.87,48,6924.55,19876.68,0.698,0.725,0.218,4,6,84.1,685,0.393,1
5754.5,9,6311.26,20313.61,0.764,0.912,0.08,3,3,73.3,623,0.414,0
19702.27,66,14474.99,44829.62,0.548,1.361,0.531,0,4,55.7,622,0.774,0
17834.56,25,10967.6,31220.17,0.656,1.626,0.135,3,4,69.7,614,0.532,0
17438.26,105,16216.12,49904.24,0.546,1.075,0.567,3,3,10.8,737,0.797,0
12420.57,39,10800.8,35787.68,0.744,1.15,0.304,2,9,67.2,711,0.489,1
11224.55,28,10383.2,29081.44,0.78,1.081,0.266,7,7,48.3,567,0.162,1
10577.01,4,8968.78,24077.77,0.594,1.179,0.219,3,5,87.1,717,0.461,0
40188.99,17,28012.65,76746.51,0.696,1.435,0.424,4,3,56.7,732,0.772,0
21613.54,10,15702.11,48525.23,0.712,1.376,0.543,2,5,24.3,673,0.524,0
11640.69,10,11048.15,37094.82,0.663,1.054,0.293,2,7,73.5,756,0.529,0
9960.14,10,6787.44,21743.39,0.592,1.467,0.108,4,7,87.9,597,0.301,1
7853.75,32,8928.48,29538.83,0.7,0.88,0.47,4,9,74.8,673,0.238,1
11699.74,40,7521.23,18593.68,0.727,1.556,0.625,2,9,66.6,743,0.299,1
9807.39,12,6504.94,18213.82,0.64,1.508,0.305,4,3,74.0,699,0.365,1
5000.0,4,3598.6726000000003,10774.730800000001,0.777,1.456,0.284,5,5,74.3,773,0.211,1
24979.31,76,13565.81,42516.19,0.593,1.841,0.35,5,1,48.3,621,0.622,1
65044.000799999965,25,38500.22,113658.74,0.75,2.258,0.159,3,7,68.5,602,0.894,0
11630.58,39,11973.93,27301.92,0.739,0.971,0.48,4,6,71.3,621,0.326,1
27954.67,19,15090.76,48023.72,0.662,1.852,0.05,3,3,15.1,643,0.683,0
24868.62,4,17868.02,58613.16,0.712,1.392,0.05,3,7,81.8,791,0.688,0
17308.24,30,10541.27,36707.48,0.603,1.642,0.425,4,5,61.3,621,0.385,1
14471.93,62,11363.66,34541.12,0.498,1.274,0.582,1,4,67.6,644,0.667,0
5000.0,14,4580.94,14423.38,0.695,1.091,0.503,3,7,59.8,589,0.189,1
33080.32,88,17643.14,48096.83,0.474,1.875,0.393,1,3,87.4,623,0.859,0
11917.87,8,10111.83,26351.41,0.826,1.179,0.05,3,4,78.1,669,0.478,0
8387.07,126,11581.81,38201.92,0.619,0.724,0.302,1,6,60.7,526,0.757,1
25695.42,126,28921.64,90562.27,0.522,0.888,0.304,5,4,60.7,648,0.91,1
9910.26,107,10486.66,34602.66,0.743,0.945,0.354,7,5,62.1,606,0.36,1
65044.000799999965,64,46340.38859999986,140030.18359999993,0.554,1.299,0.5,4,2,37.3,673,0.994,0
7836.96,36,16364.87,58403.23,0.614,0.479,0.562,3,6,74.2,728,0.592,0
10839.73,16,12659.44,38929.57,0.64,0.856,0.345,3,4,96.5,633,0.498,0
55131.76,9,39723.72,111986.54,0.665,1.388,0.379,4,2,99.6,668,0.903,0
5000.0,36,3598.6726000000003,10774.730800000001,0.631,1.531,0.504,0,3,44.2,630,0.491,0
23068.28,95,12294.72,32151.56,0.602,1.876,0.283,1,5,55.2,717,0.807,0
10027.93,14,9797.2,27175.85,0.603,1.024,0.162,2,4,90.7,644,0.564,0
17144.99,58,12025.09,34958.08,0.625,1.426,0.582,3,4,39.4,722,0.56,0
19843.36,59,13211.25,44547.66,0.576,1.502,0.151,2,2,54.6,673,0.803,0
9248.58,10,11448.19,34163.72,0.681,0.808,0.134,8,7,75.0,754,0.191,1
25777.7,11,24200.82,78900.7,0.595,1.065,0.376,2,2,83.5,690,0.837,0
18774.15,11,13558.44,40350.39,0.614,1.385,0.417,3,3,72.7,664,0.529,0
14500.44,20,17466.24,48097.46,0.81,0.83,0.478,8,4,79.3,716,0.265,1
22693.36,17,12754.34,39932.83,0.603,1.779,0.431,7,4,25.5,763,0.324,1
6077.82,49,7109.87,19888.06,0.668,0.855,0.54,5,9,57.9,754,0.23,1
53149.55,116,22065.0,64092.43,0.502,2.409,0.586,4,1,74.7,801,0.901,0
20299.79,4,12734.61,44413.01,0.613,1.594,0.333,2,4,51.4,654,0.567,0
8151.65,113,7100.64,22332.12,0.555,1.148,0.329,1,5,72.4,676,0.749,0
15417.84,6,16479.39,46193.79,0.618,0.936,0.436,4,2,61.1,641,0.515,0
10460.82,74,4991.57,15851.76,0.638,2.096,0.05,1,4,62.1,606,0.674,0
65044.000799999965,68,46340.38859999986,140030.18359999993,0.583,2.245,0.23,3,3,62.3,695,0.998,0
10208.23,37,12040.31,31052.24,0.736,0.848,0.337,3,4,88.2,511,0.42,1
6492.04,14,7923.05,25846.55,0.583,0.819,0.3,4,5,75.9,683,0.369,1
14281.4,6,14029.29,43080.58,0.7,1.018,0.385,1,8,69.6,742,0.564,1
31033.68,22,18394.63,54313.11,0.684,1.687,0.28,4,4,51.0,709,0.629,0
58224.77,30,36906.29,95967.31,0.574,1.578,0.448,3,4,91.9,705,0.906,0
30196.3,12,30563.89,89378.65,0.621,0.988,0.221,2,3,51.0,549,0.866,1
8923.07,29,5102.6,15543.2,0.558,1.749,0.624,2,8,90.6,759,0.333,1
14852.81,8,9628.7,26192.58,0.571,1.543,0.314,2,5,86.6,637,0.472,0
6424.28,81,8862.24,26676.6,0.581,0.725,0.136,3,5,37.5,693,0.669,0
13958.85,18,19365.2,65300.93,0.72,0.721,0.064,2,9,81.4,633,0.651,1
39094.97,69,34224.86,104536.02,0.587,1.142,0.599,2,3,17.8,649,0.929,0
6568.26,11,4739.04,14881.72,0.675,1.386,0.316,4,6,62.0,707,0.261,1
6852.98,30,10958.16,31717.73,0.561,0.625,0.207,1,8,62.8,733,0.644,1
8642.51,10,8535.53,23453.4,0.531,1.013,0.215,2,5,99.1,645,0.505,0
48376.63,9,20599.09,59021.16,0.698,2.348,0.34,5,9,79.0,670,0.408,1
13128.02,12,14083.38,45815.81,0.627,0.932,0.205,4,5,24.2,592,0.466,0
52772.28,64,27775.52,82678.14,0.477,1.9,0.349,4,6,57.3,723,0.856,0
7958.3,63,11120.1,32820.54,0.572,0.716,0.482,5,4,60.4,532,0.365,1
11788.96,14,10861.5,31266.51,0.689,1.085,0.41,5,8,91.3,574,0.196,1
40064.09,141,23513.84,63366.29,0.563,1.704,0.451,1,6,11.1,519,0.89,1
36170.02,144,16840.07,56046.61,0.551,2.148,0.643,1,8,74.7,641,0.846,1
26295.97,27,14784.64,43615.61,0.605,1.779,0.094,6,7,90.7,652,0.417,1
29963.65,46,31301.61,89911.71,0.667,0.957,0.557,5,3,74.2,682,0.788,1
50846.98,95,46340.38859999986,140030.18359999993,0.558,0.775,0.499,4,7,91.0,724,0.994,0
8585.9,30,8915.56,25613.58,0.592,0.963,0.416,7,2,61.7,639,0.258,1
37963.27,35,37965.29,116746.79,0.559,1.0,0.271,5,3,96.5,688,0.918,1
11751.85,7,8714.89,24712.81,0.696,1.348,0.355,4,9,34.3,573,0.16,1
20721.94,11,19345.34,58609.86,0.733,1.071,0.487,2,7,82.3,695,0.582,0
19765.17,68,10843.73,32394.37,0.646,1.823,0.418,6,1,82.1,637,0.447,1
5343.85,12,5939.04,20461.86,0.69,0.9,0.28,3,9,78.7,639,0.216,1
25520.87,19,21441.78,74156.64,0.706,1.19,0.505,8,9,72.2,657,0.251,1
22514.43,110,16384.24,52249.24,0.715,1.374,0.276,1,6,59.8,615,0.825,0
47675.1,121,34321.35,102236.74,0.552,1.389,0.435,4,9,60.4,648,0.904,1
15001.02,43,18881.78,60284.52,0.643,0.794,0.284,4,5,83.0,737,0.698,0
20561.43,144,23963.88,76327.12,0.572,0.858,0.253,4,3,73.9,730,0.932,0
9331.88,8,12894.47,37228.29,0.731,0.724,0.459,2,2,62.1,672,0.546,0
38848.4,31,25261.79,65783.88,0.552,1.538,0.671,2,5,55.5,644,0.729,1
30527.83,94,27901.66,70961.59,0.578,1.094,0.347,2,2,98.0,617,0.923,0
5901.29,9,9736.34,28930.91,0.749,0.606,0.33,3,5,84.7,600,0.344,1
17345.64,42,15434.82,44433.88,0.757,1.124,0.391,3,3,60.3,730,0.648,0
22770.93,23,27152.48,77911.59,0.656,0.839,0.401,3,4,87.7,659,0.784,0
19946.09,17,13792.74,38714.6,0.635,1.446,0.07,3,6,59.3,545,0.509,1
10670.53,27,10021.61,28025.01,0.668,1.065,0.284,3,2,79.9,581,0.489,0
7434.61,11,7911.09,24976.59,0.633,0.94,0.445,3,7,78.8,598,0.268,1
49466.87,37,24400.99,55463.49,0.748,2.027,0.275,3,9,56.3,482,0.515,1
16135.94,13,11405.64,35827.22,0.707,1.415,0.262,1,2,83.5,615,0.633,0
25150.34,115,18403.63,53991.65,0.539,1.367,0.69,4,8,78.3,524,0.548,1
16846.09,45,10199.59,34125.56,0.712,1.652,0.472,4,4,90.3,676,0.42,0
21489.91,7,22790.04,69826.79,0.595,0.943,0.05,5,2,25.8,659,0.741,1
14627.68,65,14350.53,37082.6,0.461,1.019,0.52,1,2,85.7,719,0.81,0
10919.51,22,25880.93,66017.77,0.686,0.422,0.471,3,5,65.9,681,0.712,0
52304.01,30,31476.92,85800.42,0.72,1.662,0.144,3,9,67.0,817,0.867,1
15954.05,13,10997.22,33690.14,0.663,1.451,0.05,3,6,66.3,638,0.502,0
63692.16,81,32494.75,84126.01,0.534,1.96,0.425,3,7,93.3,624,0.878,0
19189.47,102,14033.61,42472.55,0.493,1.367,0.539,2,2,74.7,724,0.825,0
20792.41,12,13538.15,42896.72,0.587,1.536,0.22,4,4,13.7,675,0.534,0
10717.98,40,7439.04,21374.55,0.688,1.441,0.323,4,6,83.1,661,0.34,1
59200.99,125,24111.18,67194.81,0.592,2.455,0.487,3,7,80.5,719,0.861,0
19233.82,31,15065.89,37420.19,0.713,1.277,0.264,5,6,95.0,724,0.456,1
23700.23,130,20008.93,67278.5,0.536,1.184,0.264,7,4,79.9,551,0.708,1
7824.02,59,5100.4,17537.33,0.54,1.534,0.101,2,6,42.8,651,0.577,0
7209.69,51,3765.07,12397.47,0.583,1.915,0.4,4,6,75.4,686,0.313,1
8743.02,42,6069.56,17805.72,0.683,1.44,0.254,3,4,80.3,503,0.353,1
12962.43,4,13619.72,40683.75,0.61,0.952,0.513,2,4,63.7,611,0.485,0
30552.47,41,19650.57,62185.11,0.627,1.555,0.171,2,5,93.9,690,0.809,0
17056.65,17,23260.04,70598.72,0.592,0.733,0.232,3,4,64.6,719,0.8,0
16281.59,125,15140.41,34098.81,0.489,1.075,0.412,1,2,98.2,638,0.879,0
16220.72,6,13864.2,44647.59,0.6,1.17,0.263,6,9,69.9,594,0.22,1
